pu_number,title,show_start_date,type,film_studio,production_country,director,producer,budget,box_office,refundable_support,nonrefundable_support,financing_source,ratings,genres,age_restriction
121009418,истерия,2018-05-10 12:00:00+00:00, художественный,"аппиан вэй, блюмхаус интернэшнл",сша,дэннис илиадис,"джейсон блум, дженнифер дэвиссон",0,15745639,0,0,нет данных,5.7,"ужасы,триллер",«18+» - запрещено для детей
121009518,как разговаривать с девушками на вечеринках,2018-05-15 12:00:00+00:00, художественный,"литтл панк, си - со филмз",великобритания - сша,джон кэмерон митчелл,"ховард гертлер, эйн каннинг, джон кэмерон митчелл",0,4695386,0,0,нет данных,6.4,"фантастика,мелодрама,комедия",«18+» - запрещено для детей
131000218,пять причин не влюбиться в казаха,2018-05-31 12:00:00+00:00, художественный,"санни продакшн, 567 синема",казахстан,аскар узабаев,асель садвокасова,0,0,0,0,нет данных,5.8,комедия,«16+» - для детей старше 16 лет
121009718,конченая,2018-05-17 12:00:00+00:00, художественный,"бигл паг филмз, хэссел фри продакшнз, хайглэнд филм груп, лакичап интертейнмент, мицелэниос интертейнмент, протон синема, руи медиа, суботика интертейнмент",великобритания - гонконг - венгрия - сша - ирландия,вон стайн,"том акерли, дэвид баррон, джоуси макнамара, марго робби, эрианн фрайзер, теун хилте, молли хэсселл",0,30927770,0,0,нет данных,5.8,"триллер,драма,криминал",«18+» - запрещено для детей
121009618,дэдпул 2,2018-05-17 12:00:00+00:00, художественный,"доннерс компани, кинберг жанр, марвел интертейнмент, хх век фокс",сша,дэвид литч,"лорен шулер доннер, саймон кинберг, райан рейнольдс",0,1236762617,0,0,нет данных,7.4,"фантастика,боевик,комедия",«18+» - запрещено для детей
111004918,моя жизнь,2018-05-31 12:00:00+00:00, художественный,"ооо ""киностудия ""медведь""",россия,а.луканев,"м.волобуев, д.коцюбинский",114510306,2959639,0,35000000,министерство культуры,5.9,мелодрама,«6+» - для детей старше 6 лет
121009818,красный воробей,2018-05-31 12:00:00+00:00, художественный,"чернин интертейнмент, филм ритес, саундтрэк нью йорк, хх век фокс",сша,френсис лоуренс,"дэвид рэди, дженно топпинг, питер чернин",0,143640918,0,0,нет данных,5.5,"боевик,триллер,драма",«18+» - запрещено для детей
121009918,реинкарнация,2018-06-07 12:00:00+00:00, художественный,"палмстар медиа, винди хилл пикчерз",сша,ари астер,"ларс кнудсен, бадди патрик, кевин скотт фрайкс",0,44067410,0,0,нет данных,6.5,"ужасы,драма,детектив",«18+» - запрещено для детей
121010018,секса не будет!!!,2018-05-24 12:00:00+00:00, художественный,"поинт грей пикчерз, дэ эм гэ интертейнмент, гуд юниверс, харвитц энд шлоссберг продакшнз ",сша,кэй кэннон,"крис коулз, крис фентон",0,83186490,0,0,нет данных,5.8,комедия,«18+» - запрещено для детей
121010118,третье убийство,2018-05-17 12:00:00+00:00, художественный,"амьюс, фуджи и гэ лаборатори фор муви, фуджи телевижн нетуорк, гага, уайлд банч",япония,хирокадзу корээда,"матсусаки каору, тагучи хиджири",0,550690,0,0,нет данных,6.4,"драма,детектив,криминал",«16+» - для детей старше 16 лет
126000818,роналду против месси,2018-05-18 12:00:00+00:00,прочие,"сейс перформанс, премьер пикчерз",великобритания,тара пирния,"тара пирния, тони тальенти",0,1627095,0,0,нет данных,6.0,"документальный,спорт,биография",«6+» - для детей старше 6 лет
111005118,ваш репетитор,2018-06-09 12:00:00+00:00, художественный,"ооо ""мармот-фильм""",россия,а.коломеец,в.тодоровский,0,0,0,0,нет данных,6.3,драма,«16+» - для детей старше 16 лет
121010218,вымогательство,2018-05-30 12:00:00+00:00, художественный,"дель рей продакшнз, филммюз продакшнз, продюсер кэпитал фонд",сша - пуэрто рико,филипп волкен,"филипп волкен, алина шрайбман",0,0,0,0,нет данных,6.3,"боевик,триллер,драма",«18+» - запрещено для детей
121010318,хан соло: звёздные войны. истории,2018-05-24 12:00:00+00:00, художественный,"лукасфильм, уолт дисней пикчерз, эллисон ширмур продакшнз, имеджин интертейнмент",сша,рон ховард,"кэтлин кеннеди, эллисон ширмур, саймон эмануэль",0,345686872,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
121010418,хот-дог,2018-06-14 12:00:00+00:00, художественный,"панталеон филмз, уорнер бразерс продакшн, баэфутфилмз, эфттал филм",германия,торстен кюнстлер,"марко бекманн, дан мааг, матиас швайгхёфер",0,1796963,0,0,нет данных,5.6,"боевик,комедия",«18+» - запрещено для детей
111005318,хыдыр--деде,2018-05-25 12:00:00+00:00, художественный,"ооо ""кара дениз продакшн""",россия,д.дваджиев,а.мурадосилов,0,899420,0,0,нет данных,0.0,нет данных,«6+» - для детей старше 6 лет
111005418,агасфер,2018-06-03 12:00:00+00:00, художественный,"ооо ""тритона""",россия,а.поличук,"ю.троянкин, а.поличук, и.полянский, д.лузанов, а.гадалов",0,0,0,0,нет данных,6.1,драма,«16+» - для детей старше 16 лет
211019118,нет,2018-06-03 12:00:00+00:00, художественный,петухов иван александрович,россия,и.петухов,а.сазонов,0,0,0,0,нет данных,7.7,"драма,комедия",«12+» - для детей старше 12 лет
121010518,круги дьявола,2018-05-24 12:00:00+00:00, художественный,томми аластра продакшнз,сша,кевин гротерт,"томми аластра, памела монро, джон е.мур",0,2268508,0,0,нет данных,4.8,"ужасы,триллер",«18+» - запрещено для детей
111005518,сарыал. дорога к солнцу,2018-05-24 12:00:00+00:00, художественный,"ау рс(я) гнк ""сахафильм""",россия,с.григорьева,д.шадрин,0,313755,0,0,нет данных,0.0,нет данных,«6+» - для детей старше 6 лет
111006218,байгал,2018-05-29 12:00:00+00:00, художественный,роооо ск рт,россия,и.ягафаров,и.ягафаров,0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
111006018,слоны могут играть в футбол,2018-06-01 12:00:00+00:00, художественный,"ооо ""артлайт"", ооо кинокомпания ""инвада фильм""",россия,м.сегал,"а.новиков, а.котелевский, с.члиянц, и.есин, р.татаринцев",0,1283251,0,0,нет данных,6.5,мелодрама,«16+» - для детей старше 16 лет
111005918,двое,2018-06-01 12:00:00+00:00, художественный,"ооо ""артлайт"", ооо кинокомпания ""инвада фильм""",россия,т.жалнин,"а.котелевский, а.новиков",39129289,1662223,0,25000000,министерство культуры,7.4,"мелодрама,комедия,семейный",«16+» - для детей старше 16 лет
111005718,русский бес,2018-06-01 12:00:00+00:00, художественный,"ооо ""артлайт""",россия,г.константинопольский,"а.новиков, г.константинопольский",0,1530665,0,0,нет данных,5.8,"комедия,триллер,драма",«18+» - запрещено для детей
121010718,мир юрского периода 2,2018-06-06 12:00:00+00:00, художественный,"амблин интертейнмент, эпейчс интертейнмент, леджендари интертейнмент, перфект ворлд пикчерз, юниверсал пикчерз",сша - испания,хуан антонио байона,"белен атьенса, патрик краули",0,1096832545,0,0,нет данных,6.2,"фантастика,боевик,приключения",«12+» - для детей старше 12 лет
121011218,псы под прикрытием,2018-05-31 12:00:00+00:00, художественный,"оупен роуд интернэшнл, риверстоун пикчерз",сша - великобритания,раджа госнелл,"дипак найар, филип фон алвенслебен",0,60703175,0,0,нет данных,5.6,"комедия,криминал,приключения",«6+» - для детей старше 6 лет
111006118,история одного назначения,2018-06-02 12:00:00+00:00, художественный,"ооо кинокомпания ""глобус-фильм""",россия,а.смирнова,"н.смирнова, а.чубайс, с.сельянов, в.шамликашвили, о.барковская",0,41003313,0,0,нет данных,7.0,драма,«12+» - для детей старше 12 лет
121010818,невероятные приключения факира,2018-06-07 12:00:00+00:00, художественный,"брио фильм, литл ред фильм",франция - сша,кен скотт,"адити ананд, люк босси, саурабх гупта",0,1402677,0,0,нет данных,6.9,"комедия,приключения",«16+» - для детей старше 16 лет
121010918,невидимка,2018-06-28 12:00:00+00:00, художественный,фор ту,великобритания - сша,энтони бирн,"энтони бирн, джош вэрни, натали дормер, бен паг ",0,12419862,0,0,нет данных,6.9,"ужасы,фантастика",«16+» - для детей старше 16 лет
121011118,от семьи не убежишь,2018-05-31 12:00:00+00:00, художественный,"ле продюксьон дю шими, патэ",франция,дэни бун,"дэни бун, эрик юбер",0,4814192,0,0,нет данных,6.6,комедия,«16+» - для детей старше 16 лет
121011018,невидимый гость,2018-05-31 12:00:00+00:00, художественный,"этрасмедиа сайн, колос продюсьонес, хабитэйнон циррада",испания,ориол паоло,"мерседес гамеро, адриан герра, микель лехарса",0,17232366,0,0,нет данных,7.8,"триллер,драма,криминал",«16+» - для детей старше 16 лет
121011318,истории призраков,2018-05-31 12:00:00+00:00, художественный,"варп филмз, алтитьюд филм интертейнмент, каталист глобал медиа, лионсгейт",великобритания,"джереми дайсон, энди найман","питер балм, робин гатч, клер джонс ",0,19748347,0,0,нет данных,6.3,"драма,ужасы",«16+» - для детей старше 16 лет
121011418,"мектуб, моя любовь",2018-07-26 12:00:00+00:00, художественный,"патэ, сине +, канал +, национальный центр кинематографии, франс 2 синема, франс телевизьон, гуд фильм, куатсу фильм, прованс-альп-кот дозер ",франция - италия,абделатиф кешиш,"абделатиф кешиш, ардаван сафэ, жером сейду",0,3642053,0,0,нет данных,6.2,"мелодрама,комедия",«18+» - запрещено для детей
111006418,"киноальманах ""свидетели""",2018-06-05 12:00:00+00:00, художественный,"ооо ""корпорация русская фильм группа"", ооо ""русская фильм группа"", ооо ""арк пикчерс""",россия,к.малкин-фам,"ооо ""корпорация русская фильм группа"", ооо ""русская фильм группа"", ооо ""арк пикчерс"", ип петрухин а.а., ип малкин-фам к.к-т.",95065546,2440533,0,30000000,министерство культуры,7.0,"мелодрама,драма,комедия",«12+» - для детей старше 12 лет
111006318,лето (leto),2018-06-04 12:00:00+00:00, художественный,"ооо ""хайпфилм""",россия,к.серебренников,"и.стюарт, м.османн, п.буря, м.финогенов",0,90512398,0,0,нет данных,7.4,"биография,музыка,драма",«18+» - запрещено для детей
111006618,подбросы,2018-06-07 12:00:00+00:00, художественный,"ооо ""компания ""новые люди""",россия,и.твердовский,н.мокрицкая,50000000,1280235,0,31000000,министерство культуры,6.0,драма,«18+» - запрещено для детей
111006718,времена детства,2018-06-01 12:00:00+00:00, художественный,"ооо ""студия ""мастер""",россия,а.ким,а.лекер,0,0,0,0,нет данных,6.8,"фантастика,триллер,драма",«6+» - для детей старше 6 лет
111006818,новая москва,2018-06-02 12:00:00+00:00, художественный,ип шабаев денис сергеевич,россия,т.дондурей,д.шабаев,0,0,0,0,нет данных,6.7,комедия,«12+» - для детей старше 12 лет
112000118,мира,2018-06-04 12:00:00+00:00,документальный,"ооо ""компания ""новые люди""",россия,д.шабаев,н.мокрицкая,0,0,0,0,нет данных,9.4,драма,«18+» - запрещено для детей
111007018,развод,2018-06-01 12:00:00+00:00, художественный,шалаева мария александровна,россия,м.шалаева,м.шалаева,0,0,0,0,нет данных,6.6,"драма,комедия",«16+» - для детей старше 16 лет
121010618,большая афера в маленьком городе,2018-07-12 12:00:00+00:00, художественный,"каттлеа, эр а и чинема, люкана филм",италия,массимо гаудиозо,"марко кименц, джованни стабилини, рикардо тоцци",0,1763212,0,0,нет данных,6.4,комедия,«16+» - для детей старше 16 лет
111007118,кто есть кто или ограбление по...,2018-06-04 12:00:00+00:00, художественный,храмых сергей владимирович,россия,с.храмых,с.храмых,0,51280,0,0,нет данных,4.5,"боевик,триллер,приключения",«18+» - запрещено для детей
114001418,гурвинек. волшебная игра,2018-08-09 12:00:00+00:00,анимационный,"ооо ""киноатис"", роллинг пикчерс, грид анимэйшн",россия,"и.евланникова, д.моллер, м.котик","м.котик, в.сотсков, с.зернов, м.мертенс, я.гуссен, а.политовски, ж.ватеркейн",385000000,30325879,30000000,30000000,фонд кино,3.5,"мультфильм,фэнтези,комедия",«6+» - для детей старше 6 лет
112000318,крым. крылья,2018-06-29 12:00:00+00:00,документальный,"ооо ""ввп альянс""",россия,а.безрук,"а.казанкова, м.королев",0,0,0,0,нет данных,0.0,нет данных,«6+» - для детей старше 6 лет
111007218,сердце мира,2018-06-09 12:00:00+00:00, художественный,"ооо ""кинокомпания ""ств""",россия,н.мещанинова,с.сельянов,54000000,3803518,0,25000000,министерство культуры,6.8,драма,«18+» - запрещено для детей
111007318,цветной свет,2018-08-01 12:00:00+00:00, художественный,новоселов андрей александрович,россия,а.новоселов,"а.новоселов, н.соколова",0,0,0,0,нет данных,0.0,нет данных,«18+» - запрещено для детей
111007418,мёртвые ласточки,2018-06-07 12:00:00+00:00, художественный,"ао ""тпо ""киностудия им.м.горького"", ооо ""эйрфильм""",россия,н.першина,"с.зернов, с.кучмаева",0,0,0,0,нет данных,6.6,триллер,«12+» - для детей старше 12 лет
111007618,русалка. озеро мертвых,2018-06-07 12:00:00+00:00, художественный,"ооо ""стг медиа"" по заказу ооо ""киностудия кит""",россия,с.подгаевский,"ооо ""киностудия кит""",42000000,100874704,8000000,20000000,фонд кино,4.6,"фэнтези,ужасы",«16+» - для детей старше 16 лет
111007718,не чужие,2018-06-03 12:00:00+00:00, художественный,"ооо ""продюсерский центр ""хорошо продакшн""",россия,в.глаголева,н.иванова,30800000,711362,0,20000000,министерство культуры,5.8,драма,«16+» - для детей старше 16 лет
111007518,глубокие реки,2018-06-06 12:00:00+00:00, художественный,"нф ""пример интонации  (фонд александра сокурова)""",россия,в.битоков,н.янкин,37765654,2188742,0,25000000,министерство культуры,6.5,драма,«16+» - для детей старше 16 лет
112000418,просто серёжа,2018-06-06 12:00:00+00:00,документальный,"ооо ""киноглаз""",россия,е.тирдатова,е.тирдатова,0,0,0,0,нет данных,6.8,"драма,мелодрама,комедия",«12+» - для детей старше 12 лет
111007818,ван гоги,2018-06-05 12:00:00+00:00, художественный,"ооо ""кинодом""",россия,с.ливнев,"с.бобза, с.ливнев",0,16507560,0,0,нет данных,6.8,драма,«16+» - для детей старше 16 лет
121011518,50 весенних дней,2018-06-18 12:00:00+00:00, художественный,"каре продюксьон, франс 3 синема, национальный центр кинематографии, нувей аквитэн, банк посталь имаж 9, синевентюр 2, кофимаж 28, плюс имаж 7, канал +, франс телевизьон, оранж синема",франция,бландин ленуар,"антуан гандобер, фабрис голдштейн, антуан рейн",0,1015431,0,0,нет данных,6.1,"драма,комедия",«18+» - запрещено для детей
111007918,лечение печали,2018-06-17 12:00:00+00:00, художественный,ип воробьева мария владимировна,россия,м.воробьева,м.воробьева,0,0,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
121011618,инсомния,2018-06-28 12:00:00+00:00, художественный,"фильмшаркс интернэшнл, вайт филмз, глориамунди продюсьонес, тандем фильм, бойфинге интернэшнл, пампа фильм, мадэ супериэ, институто националь сине и арт аудивизуалес, институто синематографиа и арт аудивизуалес, мутер супериор, тьелесс медиа ",аргентина - испания - уругвай,густаво эрнандес,"агустин босси, пабло босси, мария луиза гутиэррес, игнасио кукукович",0,19027937,0,0,нет данных,5.4,"ужасы,триллер,детектив",«16+» - для детей старше 16 лет
121011718,фокстрот,2018-06-07 12:00:00+00:00, художественный,"борд кадре филмз, мэтч фэктори",израиль - германия - франция - швейцария,самуэль маоз,"марк башет, виола фюген",0,1262150,0,0,нет данных,7.0,драма,«18+» - запрещено для детей
124002118,осторожно: грамп!,2018-06-28 12:00:00+00:00,анимационный,"анима эстудиос, прайм фокус ворлд",великобритания - мексика - сша,андрес кутерье,"эдоардо бусси, грегори гавански, гай коллинс, билл шульц",0,18655040,0,0,нет данных,5.4,"мультфильм,приключения,комедия",«6+» - для детей старше 6 лет
112000518,"""державная"" размышления 100 лет спустя",2018-06-07 12:00:00+00:00,документальный,"ао ""амальгама студия""",россия,д.алейников,"с.новиков, а.феофанов",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
124002218,распрекрасный принц,2018-06-28 12:00:00+00:00,анимационный,"ку медиа, синесайт, сториоскопик филмз, вангард анимейшн ",сша - канада,росс венокур,джон х.уильямс,0,38432582,0,0,нет данных,5.7,"мультфильм,мюзикл,фэнтези",«6+» - для детей старше 6 лет
111008018,фото на память,2018-06-14 12:00:00+00:00, художественный,"ооо ""лаборатория кино""",россия,а.зенкович,"ооо ""лаборатория кино""",0,35239299,0,0,нет данных,3.8,"триллер,ужасы",«16+» - для детей старше 16 лет
111006518,проводник,2018-11-29 12:00:00+00:00, художественный,"зао ""мотор фильм студия""",россия,и.максимов,"м.курбатов, г.подземельный, д.фикс",62000000,22730244,5000000,35000000,фонд кино,4.9,"ужасы,триллер",«16+» - для детей старше 16 лет
111008118,заново родиться,2018-06-10 12:00:00+00:00, художественный,ип сайфулина анастасия геннадьевна,россия,"а.петров, м.кулагин",а.сайфулина,0,0,0,0,нет данных,7.1,"детектив,мелодрама,фэнтези",«18+» - запрещено для детей
111008218,ночная смена,2018-06-15 12:00:00+00:00, художественный,"ооо ""нс фильм""",россия,м.бальчюнас,"ооо  ""нс фильм""",0,113743748,0,0,нет данных,6.2,комедия,«18+» - запрещено для детей
112000618,русский реактор,2018-06-12 12:00:00+00:00,документальный,"мано ""ночные волки""",россия,а.залдастанов,а.залдастанов,0,0,0,0,нет данных,5.2,"драма,история",«12+» - для детей старше 12 лет
111008318,вася,2018-06-13 12:00:00+00:00, художественный,ано во гитр,россия,а.бушнев,"н.никитина, д.патенко",0,0,0,0,нет данных,5.8,комедия,«12+» - для детей старше 12 лет
111008418,успех,2018-06-14 12:00:00+00:00, художественный,сунцов валентин валерьевич,россия,в.сунцов,в.сунцов,0,0,0,0,нет данных,7.8,драма,«12+» - для детей старше 12 лет
111008518,куда приводят сны,2018-06-15 12:00:00+00:00, художественный,ано во гитр,россия,м.лиманский,п.дудина,0,0,0,0,нет данных,7.7,"фэнтези,драма",«16+» - для детей старше 16 лет
121011918,во власти стихии,2018-06-28 12:00:00+00:00, художественный,"лэйкшор интертейнмент, хуайи бразерс, эр вэ ка студиоз, эс ти икс интертейнмент",сша,бальтасар кормакур,"аарон канделл, джордан канделл, бальтасар кормакур, ральф уинтер",0,113812868,0,0,нет данных,6.8,"боевик,триллер,драма",«16+» - для детей старше 16 лет
121012118,мир будущего,2018-06-14 12:00:00+00:00, художественный,"ай эм би ай груп, блэк спэрроу филмз, дарк рэббит продакшнз, премьер пикчер",сша,"джеймс франко, брюс тьерри чунг","моника бакарди, джей дэвис, джеймс франко",0,6499311,0,0,нет данных,4.1,"фантастика,боевик,приключения",«18+» - запрещено для детей
121012418,сага о чудовище. сумерки,2018-06-21 12:00:00+00:00, художественный,"мэйвен пикчерз, филм и вэст, филмгейт филмз, найт фокс интертейнмент",сша,фридрих боэм,"селин рэттрэй, труди стайлер, лив тайлер, шарлотта уббен",0,5233047,0,0,нет данных,5.2,"ужасы,фэнтези,триллер",«18+» - запрещено для детей
112000718,край земли,2018-06-18 12:00:00+00:00,документальный,д.степанов,россия,д.степанов,д.степанов,0,0,0,0,нет данных,7.6,драма,«12+» - для детей старше 12 лет
121012718,аферисты поневоле,2018-06-14 12:00:00+00:00, художественный,"отон продакшнз, баффало 8 продакшнз, бондит, эволюшн интертейнмент, фортитьюд интернэшнл, пеликан пойнт медиа",сша - великобритания,джеймс окли,"роберт огден барнум, кассиан элвис",0,10482832,0,0,нет данных,4.4,комедия,«18+» - запрещено для детей
124002318,суперсемейка 2 / бао,2018-06-14 12:00:00+00:00,анимационный,"пиксар анимейшн студиос, уолт дисней пикчерз",сша,брэд берд,"николь парадиз гриндл, джон уокер",0,853370310,0,0,нет данных,7.3,"мультфильм,фантастика,боевик",«6+» - для детей старше 6 лет
112000818,великие битвы россии,2018-06-15 12:00:00+00:00,документальный,"ооо ""стар медиа дистрибьюшн""",россия,"а.верещагин, о.филипенко, д.ушаков","ооо ""стар медиа дистрибьюшн""",0,0,0,0,нет данных,6.7,"боевик,военный,история",«12+» - для детей старше 12 лет
112000919,забытые войны россии,2018-06-15 12:00:00+00:00,документальный,"ооо ""стар медиа дистрибьюшн""",россия,"п.сергацков, а.верещагин","ооо ""стар медиа дистрибьюшн""",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
121012618,эскобар,2018-06-14 12:00:00+00:00, художественный,"эскобар филмз, би 2 уай",испания - болгария - сша,фернандо леон де араноа,"хавьер бардем, калина коттас, эд кэйтелл третий",0,60600270,0,0,нет данных,6.4,"биография,драма,криминал",«18+» - запрещено для детей
121012018,книжный клуб,2018-06-28 12:00:00+00:00, художественный,"апартмент стори, джун пикчерз",сша,билл холдермэн,"эндрю дункан, алекс сакс, билл холдермэн",0,10390929,0,0,нет данных,6.5,"комедия,мелодрама",«16+» - для детей старше 16 лет
121012518,фобия,2018-06-21 12:00:00+00:00, художественный,вудворкс филм компани,норвегия,карл кристиан раабе,николай моланд,0,5313511,0,0,нет данных,4.7,"ужасы,триллер,драма",«18+» - запрещено для детей
121012218,обитатели,2018-07-26 12:00:00+00:00, художественный,"эпик пикчерз груп, аватар аудио пост продакшн, боуси воркшоп, э колор студиос, утер лимитс пост продакшн, пойнт 360, таилред филмз",ирландия,брайан о.мэлли,"рут триси, джулианна форде",0,11509082,0,0,нет данных,4.8,"ужасы,триллер,драма",«18+» - запрещено для детей
121012318,проклятие. кукла ведьмы,2018-06-21 12:00:00+00:00, художественный,эп а ноуч продакшн,великобритания,лоуренс фаулер,"дэвид уэр, джофф фаулер, лоуренс фаулер",0,2511204,0,0,нет данных,4.0,"ужасы,детектив",«18+» - запрещено для детей
121011818,ведьмы,2018-07-05 12:00:00+00:00, художественный,ди эф эф би,германия - австрия,лукас фейгельфилд,"симон любински, лукас фейгельфилд, мириам эйчлер",0,549050,0,0,нет данных,5.6,"фэнтези,комедия,семейный",«18+» - запрещено для детей
111008618,вечная жизнь александра христофорова,2018-08-25 12:00:00+00:00, художественный,"ооо ""58,5 продакшн""",россия,е.шелякин,"а.гуськов, я.драбкин",168271268,21293657,20000000,85000000,фонд кино,6.6,комедия,«12+» - для детей старше 12 лет
111008718,"кто следующий, мечтатели?",2018-06-15 12:00:00+00:00, художественный,ип веревкина наталья михайловна,россия,н.веревкина,"т.калинникова, н.веревкина",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
111008918,каинова печать,2018-06-15 12:00:00+00:00, художественный,"ооо ""яуза-фильм""",россия,в.фатьянов,"ооо ""твин сп""",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
112001018,они шли за гитлером. история одной коалиции,2018-06-20 12:00:00+00:00,документальный,"ооо ""под знаком ""пи""",россия,м.кузовенков,а.кузовенкова,0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
112001118,трудная дорога к фронту,2018-06-20 12:00:00+00:00,документальный,"ооо ""под знаком ""пи""",россия,м.кузовенков,а.кузовенкова,0,0,0,0,нет данных,7.4,"драма,спорт",«12+» - для детей старше 12 лет
112001218,в поисках истины,2018-03-20 12:00:00+00:00,документальный,резникова людмила григорьевна,россия,а.русланова,л. г. резникова,0,0,0,0,нет данных,8.0,"драма,приключения",«6+» - для детей старше 6 лет
121012818,8 подруг оушена,2018-06-21 12:00:00+00:00, художественный,"смокхауз пикчерз, вилладж роадшоу пикчерз, рэуэй роад",сша,гэри росс,"стивен содерберг, сьюзан эйкинс",0,409187242,0,0,нет данных,6.5,"боевик,триллер,комедия",«16+» - для детей старше 16 лет
121012918,джим пуговка и машинист лукас,2018-06-28 12:00:00+00:00, художественный,"малао фильм, рэт пэк фильмпродуцион",германия,деннис ганзель,"кристиан бекер, маттиас розенберг",0,6494174,0,0,нет данных,6.4,"фэнтези,боевик,приключения",«6+» - для детей старше 6 лет
111009018,предложение,2018-06-21 12:00:00+00:00, художественный,"ооо ""киношкола имени сергея федоровича бондарчука""",россия,а.поздняков,"ооо ""киношкола имени сергея федоровича бондарчука""",0,0,0,0,нет данных,7.6,"мелодрама,комедия,драма",«18+» - запрещено для детей
114001818,принцесса и волшебница,2018-06-21 12:00:00+00:00,анимационный,"ооо кинокомпания ""вектор""",россия,м.новикова,в.коханович,0,0,0,0,нет данных,0.0,нет данных,«6+» - для детей старше 6 лет
114001918,"киноальманах авторских фильмов ""зеркало"" № 4",2018-06-22 12:00:00+00:00,анимационный,"ооо кинокомпания ""анимос""",россия,"о.холодова, е.савина, а.чернова, н.рысс, а.дёмин",е.савин,0,0,0,0,нет данных,7.0,"мелодрама,драма,комедия",«16+» - для детей старше 16 лет
111009118,подвал,2018-11-01 12:00:00+00:00, художественный,"ооо ""кинокомпания ""гейт"", furia film, 8heads productions",россия-словакия-чехия,и.волошин,"л.филусова, ж.тедеева-калинина, а.воронкова, а.гутовская, и.волошин, д.сичел",111812387,288019,0,30000000,министерство культуры,6.2,"триллер,криминал",«18+» - запрещено для детей
111009218,конфуз,2018-06-22 12:00:00+00:00, художественный,"ооо ""икс-соул продакшн""",россия,и.басенко (псевдоним - ирина бас),и.шерстобитов,0,0,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
112001318,вдохновенный свидетель истины,2018-06-25 12:00:00+00:00,документальный,сутормин алексей анатольевич,россия,а.сутормин,а.сутормин,0,0,0,0,нет данных,7.7,"драма,биография",«12+» - для детей старше 12 лет
126000918,ван гог: золото и лазурь,2018-06-21 12:00:00+00:00,прочие,"3d продуциони, нексо диджитал",италия,джованни пискалья,вероника ботанелли,0,953887,0,0,нет данных,0.0,нет данных,«16+» - для детей старше 16 лет
126001018,горы,2018-06-21 12:00:00+00:00,прочие,мэдман интертейнмент,австралия,дженнифер пидом,"джо-энн макгоун, дженнифер пидом",0,3802554,0,0,нет данных,7.5,документальный,«6+» - для детей старше 6 лет
111009318,домой,2018-06-25 12:00:00+00:00, художественный,"ооо ""монарх""",россия,д.гринькин,"а.калинин, с.бордачев",0,0,0,0,нет данных,7.0,"детектив,криминал",«12+» - для детей старше 12 лет
121013018,план побега 2,2018-06-28 12:00:00+00:00, художественный,"эмметт, фурла, оазис филмз, гриндстоун интертейнмент груп, леомус пикчерз, лионсгейт, физ фасилити",кнр - сша,стивен с.миллер,"робби бреннер, марк кантон",0,22783387,0,0,нет данных,4.3,"фантастика,боевик,триллер",«18+» - запрещено для детей
121013118,попробуй подкати,2018-07-05 12:00:00+00:00, художественный,"гомон, ля боети филмз, пур туа публик продюксьон, тф1 фильм продюксьон, некс фэктори, юмедиа, юфонд, антураж пикчерз, сине +",франция - бельгия,франк дюбоск,сидони дюма,0,10675007,0,0,нет данных,6.8,"мелодрама,комедия",«16+» - для детей старше 16 лет
114002218,месяц ясный,2018-06-28 12:00:00+00:00,анимационный,"ао ""тпо ""киностудия им.м.горького""",россия,р.гиматдинова,с.зернов,0,0,0,0,нет данных,7.7,"мюзикл,фэнтези,мелодрама",«0+» - для любой зрительской аудитории
114002318,мультобоз. программа 1,2018-07-19 12:00:00+00:00,анимационный,"ано школа-студия анимационного кино ""шар""",россия,"е.киреева, т.кисилева, е.нестерова, а.панкратов, о.сивакова-васина, а.романова и др.","н.маковский, л.гайдукова, ано школа-студия анимационного кино ""шар""",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
114002418,мультобоз. программа 2,2018-07-19 12:00:00+00:00,анимационный,"ано школа-студия анимационного кино ""шар""",россия,"е.астрецова, е.фадеев, в.карнавалова, е.филиппова, а.веселов, и.максимов и др.","л.гайдукова, ано школа-студия анимационного кино ""шар""",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
114002518,мультобоз. программа 3,2018-07-19 12:00:00+00:00,анимационный,"ано школа-студия анимационного кино ""шар""",россия,"с.филиппова, с.антонов, к.кравченко, е.храпкова, е.бим, а.зайцев и др.","л.гайдукова, с.мирзаев, ано школа-студия анимационного кино ""шар"" ",0,0,0,0,нет данных,0.0,нет данных,«12+» - для детей старше 12 лет
